CHR	POS1	POS2	N_CHR	R^2	D	Dprime
LG12	71681	74965	72	0.00443656	-0.0115741	-0.217391	
LG12	71681	75232	72	0.0261004	0.0300926	0.351351	
LG12	71681	75814	72	0.0482759	0.0324074	1	
LG12	71681	75919	72	0.000213904	0.00231481	0.0181818	
LG12	71681	76507	72	0.0440678	-0.0300926	-1	
LG12	71681	76708	72	0.113043	-0.0601852	-1	
LG12	71681	76749	72	0.0205957	0.025463	0.234043	
LG12	71681	76774	72	0.0149254	-0.0115741	-1	
LG12	71681	77508	72	0.0571429	0.037037	1	
LG12	71681	77589	72	0.0285714	0.0208333	1	
LG12	71681	77596	72	0.00294118	0.00462963	0.1	
LG12	71681	77682	72	0.100896	0.0300926	0.52	
LG12	71681	77975	72	0.0618182	0.0393519	1	
LG12	71681	78664	72	0.0285714	-0.0208333	-1	
LG12	71681	78723	72	0.0727273	0.0277778	0.4	
LG12	71735	74310	72	0.0179247	0.0285494	0.157447	
LG12	71735	74965	72	0.128442	-0.0748457	-0.843478	
LG12	71735	75232	72	0.000297	0.00385802	0.027027	
LG12	71735	75814	72	0.0928382	0.0540123	1	
LG12	71735	75919	72	0.0158124	-0.0239198	-0.364706	
LG12	71735	76507	72	0.0370876	0.033179	0.254438	
LG12	71735	76708	72	0.217391	-0.100309	-1	
LG12	71735	76749	72	0.00378396	-0.0131173	-0.136	
LG12	71735	76774	72	0.0287026	-0.0192901	-1	
LG12	71735	77508	72	0.115453	-0.0632716	-0.394231	
LG12	71735	77589	72	0.0197802	-0.0208333	-0.230769	
LG12	71735	77596	72	0.0226244	-0.0154321	-1	
LG12	71735	77682	72	0.101447	0.0362654	0.723077	
LG12	71735	77975	72	0.118881	0.0655864	1	
LG12	71735	78664	72	0.0549451	-0.0347222	-1	
LG12	71735	78723	72	0.00559441	-0.00925926	-0.4	
LG12	74310	74965	72	0.0154422	-0.0275849	-0.248696	
LG12	74310	75232	72	0.015789	-0.0298997	-0.177143	
LG12	74310	75814	72	0.128393	0.0675154	1	
LG12	74310	75919	72	0.309377	0.112461	0.729662	
LG12	74310	76507	72	0.241992	0.0900849	0.764321	
LG12	74310	76708	72	0.0598449	-0.0559414	-0.446154	
LG12	74310	76749	72	0.0413733	0.0461034	0.203404	
LG12	74310	76774	72	0.000917117	0.00366512	0.0808511	
LG12	74310	77508	72	0.204498	-0.0895062	-0.617021	
LG12	74310	77589	72	0.0643161	-0.0399306	-0.489362	
LG12	74310	77596	72	0.110588	0.0362654	1	
LG12	74310	77682	72	0.00713623	-0.0102238	-0.424	
LG12	74310	77975	72	0.00384572	0.0125386	0.152941	
LG12	74310	78664	72	0.0273556	0.0260417	0.319149	
LG12	74310	78723	72	0.0130754	-0.0150463	-0.52	
LG12	74310	83125	72	0.00521277	-0.0108025	-0.28	
LG12	74310	83204	72	0.0453106	-0.0466821	-0.234043	
LG12	74310	83469	72	0.00158682	-0.00655864	-0.136	
LG12	74965	75232	72	0.120291	0.0808256	0.492362	
LG12	74965	75814	72	0.411962	-0.118441	-0.895044	
LG12	74965	75919	72	0.00159526	0.00790895	0.0492197	
LG12	74965	76507	72	0.103424	-0.0576775	-1	
LG12	74965	76708	72	0.290732	0.120756	0.591682	
LG12	74965	76749	72	0.0154422	-0.0275849	-0.248696	
LG12	74965	76774	72	0.0350289	-0.0221836	-1	
LG12	74965	77508	72	0.0496894	0.0432099	0.608696	
LG12	74965	77589	72	0.0285207	0.0260417	0.652174	
LG12	74965	77596	72	0.12532	0.0378086	1	
LG12	74965	77682	72	0.0350289	-0.0221836	-1	
LG12	74965	77975	72	0.212318	-0.0912423	-0.567827	
LG12	74965	78664	72	0.000126759	0.00173611	0.0204082	
LG12	74965	78723	72	0.00976043	-0.0127315	-0.478261	
LG12	74965	83125	72	0.0536823	0.0339506	0.44898	
LG12	74965	83204	72	0.0171945	0.0281636	0.288538	
LG12	74965	83469	72	0.0105848	-0.0165895	-0.373913	
LG12	74965	84768	72	0.00277285	-0.00771605	-0.217391	
LG12	75232	75814	72	0.189166	-0.086034	-0.861004	
LG12	75232	75919	72	0.000298144	-0.00366512	-0.0319328	
LG12	75232	76507	72	0.0147403	0.023341	0.251559	
LG12	75232	76708	72	0.181364	0.102238	0.550936	
LG12	75232	76749	72	0.0904566	-0.0715664	-0.424	
LG12	75232	76774	72	0.070593	-0.0337577	-1	
LG12	75232	77508	72	0.0344732	0.0385802	0.357143	
LG12	75232	77589	72	0.0186431	-0.0225694	-0.351351	
LG12	75232	77596	72	4.54236e-05	0.000771605	0.027027	
LG12	75232	77682	72	0.0294335	0.0217978	0.610811	
LG12	75232	77975	72	0.14087	-0.0796682	-0.656598	
LG12	75232	78664	72	0.00275786	0.00868056	0.135135	
LG12	75232	78723	72	0.0371358	-0.0266204	-0.657143	
LG12	75232	83125	72	0.0348456	0.029321	0.513514	
LG12	75232	83204	72	0.0104486	0.023534	0.158442	
LG12	75232	83469	72	0.000124549	0.00192901	0.027027	
LG12	75232	84768	72	0.0278958	-0.0262346	-0.485714	
LG12	75814	75919	72	0.0746082	0.0459105	1	
LG12	75814	76507	72	0.0531853	0.035108	1	
LG12	75814	76708	72	0.336903	-0.11034	-0.888199	
LG12	75814	76749	72	0.081002	0.0536265	0.794286	
LG12	75814	76774	72	0.0180134	0.0135031	1	
LG12	75814	77508	72	0.00879662	-0.0154321	-0.357143	
LG12	75814	77589	72	0.00633357	-0.0104167	-0.428571	
LG12	75814	77596	72	0.0141988	0.0108025	1	
LG12	75814	77682	72	0.0180134	0.0135031	1	
LG12	75814	77975	72	0.404252	0.106867	0.719481	
LG12	75814	78664	72	0.0344828	0.0243056	1	
LG12	75814	78723	72	0.0219436	0.0162037	1	
LG12	75814	83125	72	0.00246305	-0.00617284	-0.0689655	
LG12	75814	83204	72	0.000447828	-0.00385802	-0.0649351	
LG12	75814	83469	72	3.17813e-05	-0.000771605	-0.00689655	
LG12	75814	84768	72	0.00384852	0.00771605	0.357143	
LG12	75919	76507	72	0.0269416	0.0268133	0.194406	
LG12	75919	76708	72	0.00601291	-0.0158179	-0.18552	
LG12	75919	76749	72	0.0452648	0.043017	0.279099	
LG12	75919	76774	72	0.0230665	-0.0163966	-1	
LG12	75919	77508	72	0.0305577	-0.0308642	-0.181818	
LG12	75919	77589	72	0.0808251	-0.0399306	-0.418182	
LG12	75919	77596	72	0.190311	0.0424383	1	
LG12	75919	77682	72	0.0230665	-0.0163966	-1	
LG12	75919	77975	72	0.00576625	-0.013696	-0.0759358	
LG12	75919	78664	72	0.14683	0.0538194	0.563636	
LG12	75919	78723	72	0.00243072	-0.00578704	-0.294118	
LG12	75919	83125	72	0.013369	0.0154321	0.181818	
LG12	75919	83204	72	0.0729956	-0.0528549	-0.322353	
LG12	75919	83469	72	0.0498534	-0.0327932	-1	
LG12	75919	84768	72	0.0386364	-0.0262346	-1	
LG12	76507	76708	72	0.00963228	0.0181327	0.157191	
LG12	76507	76749	72	0.117202	-0.0626929	-1	
LG12	76507	76774	72	0.0164432	-0.0125386	-1	
LG12	76507	77508	72	0.127491	-0.0570988	-0.406593	
LG12	76507	77589	72	0.0672378	-0.0329861	-0.322034	
LG12	76507	77596	72	0.0129611	-0.0100309	-1	
LG12	76507	77682	72	0.0164432	-0.0125386	-1	
LG12	76507	77975	72	0.00826751	0.0148534	0.348416	
LG12	76507	78664	72	0.135779	0.046875	0.457627	
LG12	76507	78723	72	0.0200308	-0.0150463	-1	
LG12	76507	83125	72	0.00260756	-0.00617284	-0.307692	
LG12	76507	83204	72	0.00580775	0.0135031	0.244755	
LG12	76507	83469	72	0.0155528	0.0165895	0.145763	
LG12	76507	84768	72	0.0319426	0.0216049	0.237288	
LG12	76507	86315	72	0.0242892	0.0152392	0.267797	
LG12	76708	76749	72	0.300648	-0.125386	-1	
LG12	76708	76774	72	0.0421804	-0.0250772	-1	
LG12	76708	77508	72	0.0373268	0.0385802	0.480769	
LG12	76708	77589	72	0.00430005	-0.0104167	-0.130435	
LG12	76708	77596	72	0.0332481	-0.0200617	-1	
LG12	76708	77682	72	0.0421804	-0.0250772	-1	
LG12	76708	77975	72	0.286477	-0.109182	-0.723785	
LG12	76708	78664	72	0.17248	0.0659722	0.826087	
LG12	76708	78723	72	0.0513834	-0.0300926	-1	
LG12	76708	83125	72	0.0377299	0.029321	0.413043	
LG12	76708	83204	72	1.21618e-05	-0.000771605	-0.00395257	
LG12	76708	83469	72	0.00261085	-0.00848765	-0.169231	
LG12	76708	84768	72	0.00668896	-0.0123457	-0.307692	
LG12	76708	86315	72	0.000489193	0.00270062	0.0608696	
LG12	76708	86645	72	0.0131721	0.0246914	0.13913	
LG12	76749	76774	72	0.140299	0.0453318	1	
LG12	76749	77508	72	0.0321581	0.0354938	0.46	
LG12	76749	77589	72	0.0759878	0.0434028	1	
LG12	76749	77596	72	0.110588	0.0362654	1	
LG12	76749	77682	72	0.140299	0.0453318	1	
LG12	76749	77975	72	0.0397597	0.0403164	0.491765	
LG12	76749	78664	72	0.0759878	-0.0434028	-1	
LG12	76749	78723	72	0.0130754	-0.0150463	-0.52	
LG12	76749	83125	72	0.00521277	-0.0108025	-0.28	
LG12	76749	83204	72	0.00743056	-0.0189043	-0.0947776	
LG12	76749	83469	72	0.0154235	-0.0204475	-0.424	
LG12	76749	84768	72	0.00521277	-0.0108025	-0.28	
LG12	76749	86315	72	0.000917117	0.00366512	0.0808511	
LG12	76749	86645	72	0.0160393	-0.0270062	-0.28	
LG12	76774	77508	72	0.021322	0.0154321	1	
LG12	76774	77589	72	0.010661	0.00868056	1	
LG12	76774	77596	72	0.00438982	-0.00385802	-1	
LG12	76774	77682	72	0.00556917	-0.00482253	-1	
LG12	76774	77975	72	0.0230665	0.0163966	1	
LG12	76774	78664	72	0.010661	-0.00868056	-1	
LG12	76774	78723	72	0.00678426	-0.00578704	-1	
LG12	76774	83125	72	0.00932836	-0.00771605	-1	
LG12	76774	83204	72	0.00391859	0.00733025	0.345455	
LG12	76774	83469	72	0.0120366	-0.00964506	-1	
LG12	76774	84768	72	0.0630597	0.0200617	0.325	
LG12	76774	86315	72	0.0196837	0.00906636	0.140299	
LG12	76774	86645	72	0.0386223	0.0223765	0.446154	
LG12	77508	77589	72	0.163265	0.0555556	0.571429	
LG12	77508	77596	72	0.0168067	0.0123457	1	
LG12	77508	77682	72	0.021322	0.0154321	1	
LG12	77508	77975	72	0.0092437	0.0169753	0.1	
LG12	77508	78664	72	0.0102041	0.0138889	0.5	
LG12	77508	78723	72	0.025974	0.0185185	1	
LG12	77508	83125	72	0.00683594	0.0108025	0.4375	
LG12	77508	83204	72	0.00415584	-0.0123457	-0.181818	
LG12	77508	83469	72	0.00564516	-0.0108025	-0.1	
LG12	77508	84768	72	0.0558036	-0.0308642	-0.357143	
LG12	77508	86315	72	0.021322	0.0154321	1	
LG12	77508	86645	72	0.00171703	-0.00771605	-0.0480769	
LG12	77508	87396	72	0.0139401	0.0169753	0.55	
LG12	77589	77596	72	0.00840336	0.00694444	1	
LG12	77589	77682	72	0.010661	0.00868056	1	
LG12	77589	77975	72	0.0441558	-0.0295139	-1	
LG12	77589	78664	72	0.0566893	-0.0260417	-0.238095	
LG12	77589	78723	72	0.012987	0.0104167	1	
LG12	77589	83125	72	0.0178571	-0.0138889	-0.142857	
LG12	77589	83204	72	0.000519481	0.00347222	0.04	
LG12	77589	83469	72	0.0230415	0.0173611	1	
LG12	77589	84768	72	0	0	0	
LG12	77589	86315	72	0.010661	0.00868056	1	
LG12	77589	86645	72	0.0021978	-0.00694444	-0.0769231	
LG12	77589	87396	72	0.000921659	0.00347222	0.2	
LG12	77596	77682	72	0.00438982	-0.00385802	-1	
LG12	77596	77975	72	0.0181818	0.0131173	1	
LG12	77596	78664	72	0.00840336	-0.00694444	-1	
LG12	77596	78723	72	0.00534759	-0.00462963	-1	
LG12	77596	83125	72	0.011489	0.00771605	0.15625	
LG12	77596	83204	72	0.000855615	0.00308642	0.181818	
LG12	77596	83469	72	0.00948767	-0.00771605	-1	
LG12	77596	84768	72	0.00735294	-0.00617284	-1	
LG12	77596	86315	72	0.00438982	-0.00385802	-1	
LG12	77596	86645	72	0.000226244	-0.00154321	-0.1	
LG12	77596	87396	72	0.00948767	-0.00771605	-1	
LG12	77682	77975	72	0.0230665	0.0163966	1	
LG12	77682	78664	72	0.010661	-0.00868056	-1	
LG12	77682	78723	72	0.00678426	-0.00578704	-1	
LG12	77682	83125	72	0.00597015	0.00617284	0.1	
LG12	77682	83204	72	0.00391859	0.00733025	0.345455	
LG12	77682	83469	72	0.00233028	0.00424383	0.0709677	
LG12	77682	84768	72	0.00932836	-0.00771605	-1	
LG12	77682	86315	72	0.00556917	-0.00482253	-1	
LG12	77682	86645	72	0.00225029	-0.00540123	-0.28	
LG12	77682	87396	72	0.00233028	0.00424383	0.0709677	
LG12	77975	78664	72	0.000152788	0.00173611	0.0588235	
LG12	77975	78723	72	0.0280992	0.0196759	1	
LG12	77975	83125	72	0.013369	-0.0154321	-0.181818	
LG12	77975	83204	72	0.0164317	0.0250772	0.152941	
LG12	77975	83469	72	0.00116612	0.00501543	0.152941	
LG12	77975	84768	72	0.0386364	0.0262346	1	
LG12	77975	86315	72	0.0230665	0.0163966	1	
LG12	77975	86645	72	0.0158124	0.0239198	0.364706	
LG12	77975	87396	72	0.00116612	0.00501543	0.152941	
LG12	78664	78723	72	0.012987	-0.0104167	-1	
LG12	78664	83125	72	0.0178571	0.0138889	0.142857	
LG12	78664	83204	72	0.012987	-0.0173611	-0.2	
LG12	78664	83469	72	0.0230415	-0.0173611	-1	
LG12	78664	84768	72	2.85258e-31	1.11022e-16	1.14194e-15	
LG12	78664	86315	72	0.00383795	0.00520833	0.0857143	
LG12	78664	86645	72	0.0197802	0.0208333	0.230769	
LG12	78664	87396	72	0.0230415	-0.0173611	-1	
LG12	78664	88332	72	0.012987	-0.0104167	-1	
LG12	78664	88616	72	0.0153846	-0.0121528	-1	
LG12	78664	88659	72	0.0171656	-0.0190972	-0.578947	
LG12	78723	83125	72	0.0113636	-0.00925926	-1	
LG12	78723	83204	72	0.00826446	0.0115741	0.454545	
LG12	78723	83469	72	0.00058651	0.00231481	0.0322581	
LG12	78723	84768	72	0.0113636	-0.00925926	-1	
LG12	78723	86315	72	0.00678426	-0.00578704	-1	
LG12	78723	86645	72	0.034965	-0.0231481	-1	
LG12	78723	87396	72	0.028739	0.0162037	0.225806	
LG12	78723	88332	72	0.00826446	-0.00694444	-1	
LG12	78723	88616	72	0.00979021	-0.00810185	-1	
LG12	78723	88659	72	0.0759231	0.0335648	0.54717	
LG12	83125	83204	72	0.055	0.0339506	1	
LG12	83125	83469	72	0.0201613	-0.0154321	-1	
LG12	83125	84768	72	0.015625	-0.0123457	-1	
LG12	83125	86315	72	0.00932836	-0.00771605	-1	
LG12	83125	86645	72	0.325	0.0802469	1	
LG12	83125	87396	72	0.0201613	-0.0154321	-1	
LG12	83125	88332	72	0.0113636	-0.00925926	-1	
LG12	83125	88616	72	0.0134615	-0.0108025	-1	
LG12	83125	88659	72	0.0448113	-0.029321	-1	
LG12	83125	89363	72	0.00735294	-0.00617284	-1	
LG12	83125	91097	72	0.00735294	-0.00617284	-1	
LG12	83125	93074	72	0.0134615	0.0108025	1	
LG12	83204	83469	72	0.0709677	0.0424383	1	
LG12	83204	84768	72	0.055	0.0339506	1	
LG12	83204	86315	72	0.00391859	0.00733025	0.345455	
LG12	83204	86645	72	0.169231	0.0848765	1	
LG12	83204	87396	72	0.0709677	0.0424383	1	
LG12	83204	88332	72	0.00826446	0.0115741	0.454545	
LG12	83204	88616	72	0.0134346	0.0158179	0.532468	
LG12	83204	88659	72	0.108076	0.0667438	0.827751	
LG12	83204	89363	72	0.0258824	0.0169753	1	
LG12	83204	91097	72	0.0258824	0.0169753	1	
LG12	83204	93074	72	0.0473846	-0.0297068	-1	
LG12	83469	84768	72	0.13629	0.0401235	0.419355	
LG12	83469	86315	72	0.0120366	-0.00964506	-1	
LG12	83469	86645	72	0.0120099	0.0169753	0.169231	
LG12	83469	87396	72	0.0919459	0.0362654	0.303226	
LG12	83469	88332	72	0.21173	0.0439815	0.612903	
LG12	83469	88616	72	0.0173697	-0.0135031	-1	
LG12	83469	88659	72	0.0938015	0.0466821	0.456604	
LG12	83469	89363	72	0.00607211	0.00617284	0.129032	
LG12	83469	91097	72	0.00948767	-0.00771605	-1	
LG12	83469	93074	72	0.0173697	0.0135031	1	
LG12	84768	86315	72	0.00932836	-0.00771605	-1	
LG12	84768	86645	72	0.325	0.0802469	1	
LG12	84768	87396	72	0.0201613	-0.0154321	-1	
LG12	84768	88332	72	0.0113636	-0.00925926	-1	
LG12	84768	88616	72	0.0134615	-0.0108025	-1	
LG12	84768	88659	72	0.0448113	-0.029321	-1	
LG12	84768	89363	72	0.00735294	-0.00617284	-1	
LG12	84768	91097	72	0.00735294	-0.00617284	-1	
LG12	84768	93074	72	0.0332418	-0.0169753	-0.196429	
LG12	86315	86645	72	0.101447	0.0362654	0.723077	
LG12	86315	87396	72	0.0120366	-0.00964506	-1	
LG12	86315	88332	72	0.00678426	-0.00578704	-1	
LG12	86315	88616	72	0.00803674	-0.00675154	-1	
LG12	86315	88659	72	0.026753	-0.0183256	-1	
LG12	86315	89363	72	0.0296752	0.0100309	0.19403	
LG12	86315	91097	72	0.00438982	-0.00385802	-1	
LG12	86315	93074	72	0.00803674	0.00675154	1	
LG12	86315	95102	72	0.0533049	-0.0289352	-1	
LG12	86315	95687	72	0.0180134	-0.0135031	-1	
LG12	86315	95896	72	0.00678426	0.00578704	1	
LG12	86645	87396	72	0.0620347	-0.0385802	-1	
LG12	86645	88332	72	0.034965	-0.0231481	-1	
LG12	86645	88616	72	0.0414201	-0.0270062	-1	
LG12	86645	88659	72	0.137881	-0.0733025	-1	
LG12	86645	89363	72	0.000226244	-0.00154321	-0.1	
LG12	86645	91097	72	0.0226244	-0.0154321	-1	
LG12	86645	93074	72	3.38123e-05	-0.000771605	-0.010989	
LG12	86645	95102	72	0.010989	0.0231481	0.142857	
LG12	86645	95687	72	0.0594164	0.0432099	0.307692	
LG12	86645	95896	72	0.00559441	0.00925926	0.4	
LG12	86645	96568	72	0.0905813	-0.0594136	-0.810526	
LG12	87396	88332	72	0.0991202	0.0300926	0.419355	
LG12	87396	88616	72	0.0173697	-0.0135031	-1	
LG12	87396	88659	72	0.0938015	0.0466821	0.456604	
LG12	87396	89363	72	0.183681	0.0339506	0.709677	
LG12	87396	91097	72	0.183681	0.0339506	0.709677	
LG12	87396	93074	72	0.0173697	0.0135031	1	
LG12	87396	95102	72	0.00460829	0.0115741	0.142857	
LG12	87396	95687	72	0.0389321	-0.0270062	-1	
LG12	87396	95896	72	0.0991202	-0.0300926	-0.419355	
LG12	87396	96568	72	0.0938015	0.0466821	0.456604	
LG12	88332	88616	72	0.00979021	-0.00810185	-1	
LG12	88332	88659	72	0.253589	0.0613426	1	
LG12	88332	89363	72	0.00534759	-0.00462963	-1	
LG12	88332	91097	72	0.00534759	-0.00462963	-1	
LG12	88332	93074	72	0.00979021	0.00810185	1	
LG12	88332	95102	72	0.0649351	0.0347222	0.714286	
LG12	88332	95687	72	0.0219436	-0.0162037	-1	
LG12	88332	95896	72	0.00826446	0.00694444	1	
LG12	88332	96568	72	0.151756	0.0474537	0.773585	
LG12	88616	88659	72	0.0386067	-0.0256559	-1	
LG12	88616	89363	72	0.00633484	-0.00540123	-1	
LG12	88616	91097	72	0.00633484	-0.00540123	-1	
LG12	88616	93074	72	0.0115976	0.00945216	1	
LG12	88616	95102	72	0.0859655	0.0428241	0.755102	
LG12	88616	95687	72	0.301943	0.064429	0.82266	
LG12	88616	95896	72	0.00979021	0.00810185	1	
LG12	88616	96568	72	0.19512	0.0576775	0.80593	
LG12	88659	89363	72	0.0715579	0.0270062	0.660377	
LG12	88659	91097	72	0.0210877	-0.0146605	-1	
LG12	88659	93074	72	0.112463	-0.0437886	-0.61186	
LG12	88659	95102	72	0.151199	0.0844907	0.548872	
LG12	88659	95687	72	0.0865322	-0.0513117	-1	
LG12	88659	95896	72	0.151756	-0.0474537	-0.773585	
LG12	88659	96568	72	0.127095	0.0692515	0.356504	
LG12	89363	91097	72	0.00346021	-0.00308642	-1	
LG12	89363	93074	72	0.00633484	0.00540123	1	
LG12	89363	95102	72	0.0268908	0.0185185	0.571429	
LG12	89363	95687	72	0.0141988	-0.0108025	-1	
LG12	89363	95896	72	0.342246	-0.037037	-0.727273	
LG12	89363	96568	72	0.0715579	0.0270062	0.660377	
LG12	91097	93074	72	0.00633484	0.00540123	1	
LG12	91097	95102	72	0.0420168	-0.0231481	-1	
LG12	91097	95687	72	0.0141988	-0.0108025	-1	
LG12	91097	95896	72	0.00534759	0.00462963	1	
LG12	91097	96568	72	5.84146e-05	-0.000771605	-0.0526316	
LG12	93074	95102	72	0.150769	-0.056713	-1	
LG12	93074	95687	72	0.0259947	0.0189043	1	
LG12	93074	95896	72	0.0577423	0.0196759	0.261538	
LG12	93074	96568	72	0.00812117	0.011767	0.458647	
LG12	95102	95687	72	0.260239	0.099537	0.877551	
LG12	95102	95896	72	0.127273	-0.0486111	-1	
LG12	95102	96568	72	0.337097	0.126157	0.819549	
LG12	95687	95896	72	0.0219436	0.0162037	1	
LG12	95687	96568	72	0.0337001	0.0320216	0.22372	
LG12	95896	96568	72	0.151756	-0.0474537	-0.773585	
LG12	107918	107976	72	0.0470588	-0.0246914	-1	
LG12	107918	109018	72	0.108727	0.0223765	0.446154	
LG12	107918	110122	72	0.0423875	-0.0108025	-0.205882	
LG12	107918	110462	72	0.0181818	-0.0131173	-1	
LG12	107918	110646	72	0.0156432	0.00848765	0.169231	
LG12	107918	111982	72	0.000735294	-0.00308642	-0.1	
LG12	107918	112312	72	0.000619195	0.00231481	0.0526316	
LG12	107918	115916	72	0.0420168	-0.0231481	-1	
LG12	107918	116331	72	0.0129611	-0.0100309	-1	
LG12	107918	116437	72	0.00534759	-0.00462963	-1	
LG12	107918	117180	72	0.0156432	-0.00848765	-0.169231	
LG12	107918	117574	72	0.0405706	0.0177469	0.389831	
LG12	107976	109018	72	0.0861538	-0.0432099	-1	
LG12	107976	110122	72	0.00900735	0.0108025	0.4375	
LG12	107976	110462	72	0.247273	-0.104938	-1	
LG12	107976	110646	72	0.0861538	-0.0432099	-1	
LG12	107976	111982	72	0.00191406	-0.0108025	-0.04375	
LG12	107976	112312	72	0.0636842	-0.0509259	-0.55	
LG12	107976	115916	72	0.0228571	0.037037	0.16	
LG12	107976	116331	72	0.0166884	-0.0246914	-0.307692	
LG12	107976	116437	72	0.0181818	0.0185185	0.4	
LG12	107976	117180	72	0.00010989	0.00154321	0.0357143	
LG12	107976	117574	72	0.0260756	0.0308642	0.307692	
LG12	107976	117937	72	0.0390323	0.0339506	0.55	
LG12	109018	110122	72	0.00633484	0.00540123	1	
LG12	109018	110462	72	0.136525	0.0464892	0.625974	
LG12	109018	110646	72	0.00255525	0.00443673	0.0505495	
LG12	109018	111982	72	0.0742857	-0.0401235	-0.742857	
LG12	109018	112312	72	0.00279931	-0.00636574	-0.314286	
LG12	109018	115916	72	0.0392465	0.0289352	0.510204	
LG12	109018	116331	72	0.00804906	0.0102238	0.128329	
LG12	109018	116437	72	0.004995	0.00578704	0.0769231	
LG12	109018	117180	72	0.0115976	0.00945216	1	
LG12	109018	117574	72	0.00103443	-0.00366512	-0.208791	
LG12	109018	117937	72	0.0173697	0.0135031	1	
LG12	109018	117978	72	1.41794e-05	0.000385802	0.00460829	
LG12	109018	118041	72	0.0127339	0.0163966	0.282392	
LG12	109018	118353	72	0.0779465	0.0210262	0.335385	
LG12	110122	110462	72	0.0181818	0.0131173	1	
LG12	110122	110646	72	0.00633484	0.00540123	1	
LG12	110122	111982	72	0.00900735	-0.0108025	-0.4375	
LG12	110122	112312	72	0.0154799	0.0115741	1	
LG12	110122	115916	72	0.00672269	0.00925926	0.4	
LG12	110122	116331	72	0.0129611	0.0100309	1	
LG12	110122	116437	72	0.00534759	0.00462963	1	
LG12	110122	117180	72	0.108727	0.0223765	0.446154	
LG12	110122	117574	72	0.0129611	0.0100309	1	
LG12	110122	117937	72	0.0641366	0.0200617	0.419355	
LG12	110122	117978	72	0.00607211	-0.00617284	-0.129032	
LG12	110122	118041	72	0.00570782	0.00848765	0.37931	
LG12	110122	118353	72	0.00438982	0.00385802	1	
LG12	110462	110646	72	0.230285	0.0603781	0.812987	
LG12	110462	111982	72	0.0513904	-0.0478395	-0.364706	
LG12	110462	112312	72	0.0137912	0.0202546	0.127273	
LG12	110462	115916	72	0.0190985	-0.0289352	-0.294118	
LG12	110462	116331	72	0.175732	0.0684799	0.496503	
LG12	110462	116437	72	0.00243072	-0.00578704	-0.294118	
LG12	110462	117180	72	0.00519245	0.00906636	0.394958	
LG12	110462	117574	72	0.0309575	-0.0287423	-0.674208	
LG12	110462	117937	72	0.0622736	-0.0366512	-0.345455	
LG12	110462	117978	72	0.0498534	-0.0327932	-1	
LG12	110462	118041	72	0.0658084	-0.0534336	-0.561866	
LG12	110462	118353	72	0.0111134	0.0113812	0.214545	
LG12	110646	111982	72	0.0861538	0.0432099	1	
LG12	110646	112312	72	0.167149	0.0491898	0.639098	
LG12	110646	115916	72	0.0769231	-0.0405093	-1	
LG12	110646	116331	72	0.0237288	-0.017554	-1	
LG12	110646	116437	72	0.00979021	-0.00810185	-1	
LG12	110646	117180	72	0.00255525	-0.00443673	-0.0505495	
LG12	110646	117574	72	0.00103443	-0.00366512	-0.208791	
LG12	110646	117937	72	0.298121	-0.0559414	-0.668203	
LG12	110646	117978	72	1.41794e-05	0.000385802	0.00460829	
LG12	110646	118041	72	0.00613516	-0.0113812	-0.29064	
LG12	110646	118353	72	0.00803674	-0.00675154	-1	
LG12	111982	112312	72	0.152105	0.0787037	0.85	
LG12	111982	115916	72	0.142857	-0.0925926	-0.4	
LG12	111982	116331	72	0.275424	-0.100309	-1	
LG12	111982	116437	72	0.113636	-0.0462963	-1	
LG12	111982	117180	72	0.010989	-0.0154321	-0.357143	
LG12	111982	117574	72	0.0753585	0.0524691	0.653846	
LG12	111982	117937	72	0.013629	-0.0200617	-0.325	
LG12	111982	117978	72	0.129032	0.0617284	1	
LG12	111982	118041	72	0.0491179	0.0540123	0.301724	
LG12	111982	118353	72	0.0932836	-0.0385802	-1	
LG12	111982	121093	72	0.0470588	0.0246914	1	
LG12	111982	121422	72	0.0175	-0.0324074	-0.175	
LG12	112312	115916	72	0.036391	0.0381944	0.314286	
LG12	112312	116331	72	0.0579839	-0.0376157	-1	
LG12	112312	116437	72	0.0239234	-0.0173611	-1	
LG12	112312	117180	72	0.0283401	0.0202546	1	
LG12	112312	117574	72	0.00396624	-0.00983796	-0.261538	
LG12	112312	117937	72	0.0359253	-0.0266204	-0.242105	
LG12	112312	117978	72	0.0424448	-0.0289352	-1	
LG12	112312	118041	72	0.0794243	-0.0561343	-0.668966	
LG12	112312	118353	72	0.0196386	-0.0144676	-1	
LG12	112312	121093	72	0.000619195	0.00231481	0.0526316	
LG12	112312	121422	72	0.159098	-0.0798611	-0.657143	
LG12	115916	116331	72	0.0134476	0.0219907	0.208791	
LG12	115916	116437	72	0.127273	0.0486111	1	
LG12	115916	117180	72	0.0769231	0.0405093	1	
LG12	115916	117574	72	0.104638	-0.0613426	-0.815385	
LG12	115916	117937	72	0.115207	0.0578704	1	
LG12	115916	117978	72	0.115207	-0.0578704	-1	
LG12	115916	118041	72	0.055012	-0.056713	-0.337931	
LG12	115916	118353	72	0.104478	0.0405093	1	
LG12	115916	121093	72	0.00168067	0.00462963	0.142857	
LG12	115916	121422	72	0.0204082	-0.0347222	-0.142857	
LG12	115916	123090	72	0.0505495	-0.0532407	-0.353846	
