CHR	POS1	POS2	N_CHR	R^2	D	Dprime
LG12	17935	26564	72	0.388264	0.134838	0.708207	
LG12	17935	26820	72	0.0588235	-0.0364583	-1	
LG12	17935	26931	72	0.295281	0.115162	0.580175	
LG12	17935	27002	72	0.324186	0.119213	0.588571	
LG12	17935	27376	72	0.324186	0.119213	0.588571	
LG12	17935	27491	72	0.576831	0.143519	0.911765	
LG12	17935	27829	72	0.0115431	-0.0144676	-0.510204	
LG12	17935	27912	72	0.00687548	-0.0104167	-0.428571	
LG12	18550	19749	72	0.0742527	-0.0445602	-1	
LG12	18550	19854	72	0.389507	0.141782	1	
LG12	18550	20384	72	0.0644847	-0.046875	-0.771429	
LG12	18550	20908	72	0.108359	-0.0607639	-1	
LG12	18550	21158	72	0.0242215	-0.0162037	-1	
LG12	18550	21340	72	0.0823529	-0.0486111	-1	
LG12	18550	21608	72	0.117647	-0.0648148	-1	
LG12	18550	21797	72	0.0443439	-0.0283565	-1	
LG12	18550	21815	72	0.348416	0.133681	1	
LG12	18550	21839	72	0.0742527	-0.0445602	-1	
LG12	18550	22376	72	0.0811127	-0.0549769	-0.798319	
LG12	18550	22719	72	0.108359	0.0607639	1	
LG12	18550	23024	72	0.508403	0.152778	0.785714	
LG12	18550	23076	72	0.746047	0.173032	0.925697	
LG12	18550	23387	72	0.294118	0.121528	1	
LG12	18550	23456	72	0.746047	0.173032	0.925697	
LG12	18550	23548	72	0.460208	0.153935	1	
LG12	18550	23549	72	0.460208	0.153935	1	
LG12	18550	23565	72	0.460208	0.153935	1	
LG12	18550	23575	72	0.473941	0.123843	0.89916	
LG12	18550	23611	72	0.544592	0.166088	1	
LG12	18550	23730	72	0.0374332	-0.0243056	-1	
LG12	18550	23923	72	0.368421	0.137731	1	
LG12	18550	24326	72	0.460208	0.153935	1	
LG12	18550	24575	72	0.631151	0.153356	0.916955	
LG12	18550	25097	72	0.0374332	-0.0243056	-1	
LG12	18550	25759	72	0.473941	0.123843	0.89916	
LG12	18550	26438	72	0.0588235	-0.0364583	-1	
LG12	18550	26440	72	0.0588235	-0.0364583	-1	
LG12	18550	26456	72	0.0588235	-0.0364583	-1	
LG12	18550	26564	72	0.388264	0.134838	0.708207	
LG12	18550	26820	72	0.0588235	-0.0364583	-1	
LG12	18550	26931	72	0.295281	0.115162	0.580175	
LG12	18550	27002	72	0.324186	0.119213	0.588571	
LG12	18550	27376	72	0.324186	0.119213	0.588571	
LG12	18550	27491	72	0.576831	0.143519	0.911765	
LG12	18550	27829	72	0.0443439	-0.0283565	-1	
LG12	18550	27912	72	0.0374332	-0.0243056	-1	
LG12	18550	28147	72	0.0514706	-0.0324074	-1	
LG12	18550	28359	72	0.0672269	-0.0555556	-0.571429	
LG12	19749	19854	72	0.17058	0.074267	1	
LG12	19749	20384	72	0.0474547	-0.0318287	-1	
LG12	19749	20908	72	0.685246	0.120949	1	
LG12	19749	21158	72	0.0106075	-0.00848765	-1	
LG12	19749	21340	72	0.901639	0.127315	1	
LG12	19749	21608	72	0.631148	0.118827	1	
LG12	19749	21797	72	0.0194199	-0.0148534	-1	
LG12	19749	21815	72	0.152585	0.0700231	1	
LG12	19749	21839	72	1	0.129437	1	
LG12	19749	22376	72	0.583414	0.116705	1	
LG12	19749	22719	72	0.0474547	0.0318287	1	
LG12	19749	23024	72	0.0901639	-0.0509259	-1	
LG12	19749	23076	72	0.0646458	-0.0403164	-1	
LG12	19749	23387	72	0.128806	0.0636574	1	
LG12	19749	23456	72	0.0646458	-0.0403164	-1	
LG12	19749	23548	72	0.00388035	0.0111883	0.138756	
LG12	19749	23549	72	0.00388035	0.0111883	0.138756	
LG12	19749	23565	72	0.00388035	0.0111883	0.138756	
LG12	19749	23575	72	0.0435274	-0.0297068	-1	
LG12	19749	23611	72	0.0097099	0.017554	0.201774	
LG12	19749	23730	72	0.504132	0.0706019	1	
LG12	19749	23923	72	0.000226085	0.00270062	0.0374332	
LG12	19749	24326	72	0.00388035	0.0111883	0.138756	
LG12	19749	24575	72	0.0557377	-0.0360725	-1	
LG12	19749	25097	72	0.325295	0.056713	0.803279	
LG12	19749	25759	72	0.0435274	-0.0297068	-1	
LG12	19749	26438	72	0.291463	0.0642361	0.606557	
LG12	19749	26440	72	0.291463	0.0642361	0.606557	
LG12	19749	26456	72	0.291463	0.0642361	0.606557	
LG12	19749	26564	72	0.00916384	0.0163966	0.16441	
LG12	19749	26820	72	0.291463	0.0642361	0.606557	
LG12	19749	26931	72	0.0151398	0.0206404	0.198516	
LG12	19749	27002	72	0.00286682	0.00887346	0.0836364	
LG12	19749	27376	72	0.0188647	0.0227623	0.214545	
LG12	19749	27491	72	0.0515222	-0.0339506	-1	
LG12	19749	27829	72	0.0194199	-0.0148534	-1	
LG12	19749	27912	72	0.0163934	-0.0127315	-1	
LG12	19749	28147	72	0.344449	0.066358	0.704918	
LG12	19749	28359	72	0.360656	0.101852	1	
LG12	19749	28608	72	0.238498	0.0869985	1	
LG12	19749	28630	72	0.0778854	0.0397377	0.322884	
LG12	19749	29400	72	0.344449	0.066358	0.704918	
LG12	19854	20384	72	0.152562	-0.0792824	-0.740541	
LG12	19854	20908	72	0.248933	0.101273	1	
LG12	19854	21158	72	0.0556439	0.0270062	1	
LG12	19854	21340	72	0.129884	0.0671296	0.828571	
LG12	19854	21608	72	0.20524	0.0941358	0.871429	
LG12	19854	21797	72	0.113846	-0.0499614	-1	
LG12	19854	21815	72	0.894505	0.235532	1	
LG12	19854	21839	72	0.17058	0.074267	1	
LG12	19854	22376	72	0.167985	0.0869985	0.757983	
LG12	19854	22719	72	0.278195	0.10706	1	
LG12	19854	23024	72	0.32471	0.134259	0.828571	
LG12	19854	23076	72	0.269656	0.11439	0.891729	
LG12	19854	23387	72	0.66032	0.200231	0.935135	
LG12	19854	23456	72	0.269656	0.11439	0.891729	
LG12	19854	23548	72	0.567003	0.187886	0.818487	
LG12	19854	23549	72	0.567003	0.187886	0.818487	
LG12	19854	23565	72	0.567003	0.187886	0.818487	
LG12	19854	23575	72	0.16616	0.0806327	0.853061	
LG12	19854	23611	72	0.458801	0.167631	0.800922	
LG12	19854	23730	72	0.0859951	0.0405093	1	
LG12	19854	23923	72	0.33979	0.145448	0.599364	
LG12	19854	24326	72	0.343405	0.146219	0.636975	
LG12	19854	24575	72	0.225903	0.100887	0.878992	
LG12	19854	25097	72	0.0371358	0.0266204	0.657143	
LG12	19854	25759	72	0.16616	0.0806327	0.853061	
LG12	19854	26438	72	0.0398235	0.0329861	0.542857	
LG12	19854	26440	72	0.0398235	0.0329861	0.542857	
LG12	19854	26456	72	0.0398235	0.0329861	0.542857	
LG12	19854	26564	72	0.285406	0.127122	0.753143	
LG12	19854	26820	72	0.013348	0.0190972	0.314286	
LG12	19854	26931	72	0.237704	0.113619	0.731677	
LG12	19854	27002	72	0.215455	0.106867	0.719481	
LG12	19854	27376	72	0.275097	0.120756	0.812987	
LG12	19854	27491	72	0.20524	0.0941358	0.871429	
LG12	19854	27829	72	0.00313802	-0.00829475	-0.166023	
LG12	19854	27912	72	0.00849421	0.0127315	0.314286	
LG12	19854	28147	72	0.0278958	0.0262346	0.485714	
LG12	19854	28359	72	0.0756757	0.0648148	0.4	
LG12	19854	28608	72	0.0521579	0.0565201	0.270046	
LG12	19854	28630	72	0.0713962	0.0528549	0.559184	
LG12	19854	29400	72	0.065251	0.0401235	0.742857	
LG12	20384	20908	72	0.0320222	-0.0295139	-0.68	
LG12	20384	21158	72	0.000619195	0.00231481	0.0526316	
LG12	20384	21340	72	0.0526316	-0.0347222	-1	
LG12	20384	21608	72	0.0368421	-0.0324074	-0.7	
LG12	20384	21797	72	0.00279931	-0.00636574	-0.314286	
LG12	20384	21815	72	0.176739	-0.0850694	-0.753846	
LG12	20384	21839	72	0.0474547	-0.0318287	-1	
LG12	20384	22376	72	0.0154123	-0.021412	-0.435294	
LG12	20384	22719	72	0.439778	-0.109375	-0.663158	
LG12	20384	23024	72	0.0473684	-0.0416667	-0.6	
LG12	20384	23076	72	0.0526943	-0.041088	-0.747368	
LG12	20384	23387	72	0.159098	-0.0798611	-0.657143	
LG12	20384	23456	72	0.0526943	-0.041088	-0.747368	
LG12	20384	23548	72	0.121264	-0.0706019	-0.717647	
LG12	20384	23549	72	0.121264	-0.0706019	-0.717647	
LG12	20384	23565	72	0.121264	-0.0706019	-0.717647	
LG12	20384	23575	72	0.0274306	-0.0266204	-0.657143	
LG12	20384	23611	72	0.0948197	-0.0619213	-0.690323	
LG12	20384	23730	72	0.0239234	-0.0173611	-1	
LG12	20384	23923	72	0.224507	-0.0960648	-0.873684	
LG12	20384	24326	72	0.121264	-0.0706019	-0.717647	
LG12	20384	24575	72	0.0418914	-0.0353009	-0.717647	
LG12	20384	25097	72	0.000956938	-0.00347222	-0.2	
LG12	20384	25759	72	0.0274306	-0.0266204	-0.657143	
LG12	20384	26438	72	0.00818713	-0.0121528	-0.466667	
LG12	20384	26440	72	0.00818713	-0.0121528	-0.466667	
LG12	20384	26456	72	0.00818713	-0.0121528	-0.466667	
LG12	20384	26564	72	0.0251646	-0.0306713	-0.424	
LG12	20384	26820	72	0.0135338	0.015625	0.157895	
LG12	20384	26931	72	0.0773455	-0.052662	-0.791304	
LG12	20384	27002	72	0.0707751	-0.0497685	-0.781818	
LG12	20384	27376	72	0.0367847	-0.0358796	-0.563636	
LG12	20384	27491	72	0.0368421	-0.0324074	-0.7	
LG12	20384	27829	72	0.00279931	-0.00636574	-0.314286	
LG12	20384	27912	72	0.0239234	-0.0173611	-1	
LG12	20384	28147	72	0.0328947	-0.0231481	-1	
LG12	20384	28359	72	0.0473684	-0.0416667	-0.6	
LG12	20384	28608	72	0.0570541	-0.0480324	-0.535484	
LG12	20384	28630	72	0.00627431	-0.0127315	-0.314286	
LG12	20384	29400	72	0.0328947	-0.0231481	-1	
LG12	20384	29985	72	0.0424448	-0.0289352	-1	
LG12	20384	30052	72	0.037594	-0.0260417	-1	
LG12	20908	21158	72	0.223529	0.0439815	1	
LG12	20908	21340	72	0.608421	0.118056	0.894737	
LG12	20908	21608	72	0.921053	0.162037	1	
LG12	20908	21797	72	0.0283401	-0.0202546	-1	
LG12	20908	21815	72	0.222672	0.0954861	1	
LG12	20908	21839	72	0.685246	0.120949	1	
LG12	20908	22376	72	0.709271	0.145255	0.912727	
LG12	20908	22719	72	0.0692521	0.0434028	1	
LG12	20908	23024	72	0.00526316	-0.0138889	-0.2	
LG12	20908	23076	72	0.0943396	-0.0549769	-1	
LG12	20908	23387	72	0.18797	0.0868056	1	
LG12	20908	23456	72	0.0943396	-0.0549769	-1	
LG12	20908	23548	72	0.0399218	0.0405093	0.368421	
LG12	20908	23549	72	0.0399218	0.0405093	0.368421	
LG12	20908	23565	72	0.0399218	0.0405093	0.368421	
LG12	20908	23575	72	0.0635209	-0.0405093	-1	
LG12	20908	23611	72	0.00139964	0.00752315	0.0634146	
LG12	20908	23730	72	0.345455	0.0659722	1	
LG12	20908	23923	72	0.00550758	0.0150463	0.152941	
LG12	20908	24326	72	3.25892e-05	-0.00115741	-0.0117647	
LG12	20908	24575	72	0.0813397	-0.0491898	-1	
LG12	20908	25097	72	0.215311	0.0520833	0.789474	
LG12	20908	25759	72	0.0635209	-0.0405093	-1	
LG12	20908	26438	72	0.280869	0.0711806	0.719298	
LG12	20908	26440	72	0.280869	0.0711806	0.719298	
LG12	20908	26456	72	0.280869	0.0711806	0.719298	
LG12	20908	26564	72	0.000223964	-0.00289352	-0.04	
LG12	20908	26820	72	0.181955	0.0572917	0.578947	
LG12	20908	26931	72	0.000233503	0.00289352	0.0204082	
LG12	20908	27002	72	0.0018756	-0.00810185	-0.127273	
LG12	20908	27376	72	0.000956938	0.00578704	0.04	
LG12	20908	27491	72	0.075188	-0.0462963	-1	
LG12	20908	27829	72	0.0316715	0.021412	0.278195	
LG12	20908	27912	72	0.04689	0.0243056	0.368421	
LG12	20908	28147	72	0.222368	0.0601852	0.684211	
LG12	20908	28359	72	0.426316	0.125	0.9	
LG12	20908	28608	72	0.348048	0.118634	1	
LG12	20908	28630	72	0.0709878	0.0428241	0.278195	
LG12	20908	29400	72	0.222368	0.0601852	0.684211	
LG12	20908	29985	72	0.00821732	0.0127315	0.115789	
LG12	20908	30052	72	0.0135338	0.015625	0.157895	
LG12	20908	30812	72	0.0196386	-0.0144676	-1	
LG12	20908	30818	72	0.0239234	-0.0173611	-1	
LG12	21158	21340	72	0.0117647	-0.00925926	-1	
LG12	21158	21608	72	0.205882	0.0432099	1	
LG12	21158	21797	72	0.00633484	-0.00540123	-1	
LG12	21158	21815	72	0.0497738	0.025463	1	
LG12	21158	21839	72	0.0106075	-0.00848765	-1	
LG12	21158	22376	72	0.0861277	0.0285494	0.672727	
LG12	21158	22719	72	0.0154799	0.0115741	1	
LG12	21158	23024	72	0.117647	0.037037	1	
LG12	21158	23076	72	0.0210877	-0.0146605	-1	
LG12	21158	23387	72	0.0420168	0.0231481	1	
LG12	21158	23456	72	0.0210877	-0.0146605	-1	
LG12	21158	23548	72	0.0657439	0.029321	1	
LG12	21158	23549	72	0.0657439	0.029321	1	
LG12	21158	23565	72	0.0657439	0.029321	1	
LG12	21158	23575	72	0.0141988	-0.0108025	-1	
LG12	21158	23611	72	0.00782154	-0.0100309	-0.419355	
LG12	21158	23730	72	0.00534759	-0.00462963	-1	
LG12	21158	23923	72	0.0116554	0.0123457	0.470588	
LG12	21158	24326	72	0.0116554	-0.0123457	-0.470588	
LG12	21158	24575	72	0.0181818	-0.0131173	-1	
LG12	21158	25097	72	0.00534759	-0.00462963	-1	
LG12	21158	25759	72	0.0141988	-0.0108025	-1	
LG12	21158	26438	72	0.00840336	0.00694444	0.142857	
LG12	21158	26440	72	0.00840336	0.00694444	0.142857	
LG12	21158	26456	72	0.00840336	0.00694444	0.142857	
LG12	21158	26564	72	0.0312891	-0.0192901	-1	
LG12	21158	26820	72	0.00840336	-0.00694444	-1	
LG12	21158	26931	72	0.027611	-0.0177469	-1	
LG12	21158	27002	72	0.0258824	-0.0169753	-1	
LG12	21158	27376	72	0.0258824	-0.0169753	-1	
LG12	21158	27491	72	0.0168067	-0.0123457	-1	
LG12	21158	27829	72	0.285585	0.0362654	0.723077	
LG12	21158	27912	72	0.342246	0.037037	0.727273	
LG12	21158	28147	72	0.00735294	-0.00617284	-1	
LG12	21158	28359	72	0.0459559	0.0231481	0.625	
LG12	21158	28608	72	0.0777989	0.0316358	1	
LG12	21158	28630	72	0.00115908	0.00308642	0.0689655	
LG12	21158	29400	72	0.00735294	-0.00617284	-1	
LG12	21158	29985	72	0.183681	0.0339506	0.709677	
LG12	21158	30052	72	0.210084	0.0347222	0.714286	
LG12	21158	30812	72	0.00438982	-0.00385802	-1	
LG12	21158	30818	72	0.00534759	-0.00462963	-1	
LG12	21340	21608	72	0.7	0.12963	1	
LG12	21340	21797	72	0.0215385	-0.0162037	-1	
LG12	21340	21815	72	0.169231	0.0763889	1	
LG12	21340	21839	72	0.901639	0.127315	1	
LG12	21340	22376	72	0.647059	0.127315	1	
LG12	21340	22719	72	0.0526316	0.0347222	1	
LG12	21340	23024	72	0.05625	-0.0416667	-0.75	
LG12	21340	23076	72	0.0716981	-0.0439815	-1	
LG12	21340	23387	72	0.142857	0.0694444	1	
LG12	21340	23456	72	0.0716981	-0.0439815	-1	
LG12	21340	23548	72	0.00990712	0.0185185	0.210526	
LG12	21340	23549	72	0.00990712	0.0185185	0.210526	
LG12	21340	23565	72	0.00990712	0.0185185	0.210526	
LG12	21340	23575	72	0.0482759	-0.0324074	-1	
LG12	21340	23611	72	0.0190401	0.025463	0.268293	
LG12	21340	23730	72	0.454545	0.0694444	1	
LG12	21340	23923	72	0.00247678	0.00925926	0.117647	
LG12	21340	24326	72	0.00990712	0.0185185	0.210526	
LG12	21340	24575	72	0.0618182	-0.0393519	-1	
LG12	21340	25097	72	0.290909	0.0555556	0.8	
LG12	21340	25759	72	0.0482759	-0.0324074	-1	
LG12	21340	26438	72	0.384127	0.0763889	0.733333	
LG12	21340	26440	72	0.384127	0.0763889	0.733333	
LG12	21340	26456	72	0.384127	0.0763889	0.733333	
LG12	21340	26564	72	0.00425532	0.0115741	0.106383	
LG12	21340	26820	72	0.257143	0.0625	0.6	
LG12	21340	26931	72	0.00869565	0.0162037	0.142857	
LG12	21340	27002	72	0.000727273	0.00462963	0.04	
LG12	21340	27376	72	0.0116364	0.0185185	0.16	
LG12	21340	27491	72	0.0571429	-0.037037	-1	
LG12	21340	27829	72	0.0215385	-0.0162037	-1	
LG12	21340	27912	72	0.0181818	-0.0138889	-1	
LG12	21340	28147	72	0.30625	0.0648148	0.7	
LG12	21340	28359	72	0.30625	0.0972222	0.875	
LG12	21340	28608	72	0.192762	0.0810185	0.853659	
LG12	21340	28630	72	0.0630542	0.037037	0.275862	
LG12	21340	29400	72	0.30625	0.0648148	0.7	
LG12	21340	29985	72	0.0322581	-0.0231481	-1	
LG12	21340	30052	72	0.0285714	-0.0208333	-1	
LG12	21340	30812	72	0.0149254	-0.0115741	-1	
LG12	21340	30818	72	0.0181818	-0.0138889	-1	
LG12	21340	31317	72	0.373134	0.0578704	1	
LG12	21608	21797	72	0.0307692	-0.0216049	-1	
LG12	21608	21815	72	0.241758	0.101852	1	
LG12	21608	21839	72	0.631148	0.118827	1	
LG12	21608	22376	72	0.779297	0.155864	0.918182	
LG12	21608	22719	72	0.075188	0.0462963	1	
LG12	21608	23024	72	0.000558036	-0.00462963	-0.0625	
LG12	21608	23076	72	0.102426	-0.058642	-1	
LG12	21608	23387	72	0.204082	0.0925926	1	
LG12	21608	23456	72	0.102426	-0.058642	-1	
LG12	21608	23548	72	0.0531291	0.0478395	0.407895	
LG12	21608	23549	72	0.0531291	0.0478395	0.407895	
LG12	21608	23565	72	0.0531291	0.0478395	0.407895	
LG12	21608	23575	72	0.0689655	-0.0432099	-1	
LG12	21608	23611	72	0.00561987	0.0154321	0.121951	
LG12	21608	23730	72	0.318182	0.0648148	1	
LG12	21608	23923	72	0.0108359	0.0216049	0.205882	
LG12	21608	24326	72	0.000884564	0.00617284	0.0526316	
LG12	21608	24575	72	0.0883117	-0.0524691	-1	
LG12	21608	25097	72	0.196429	0.0509259	0.785714	
LG12	21608	25759	72	0.0689655	-0.0432099	-1	
LG12	21608	26438	72	0.367347	0.0833333	0.857143	
LG12	21608	26440	72	0.367347	0.0833333	0.857143	
LG12	21608	26456	72	0.367347	0.0833333	0.857143	
LG12	21608	26564	72	0.00151976	-0.00771605	-0.1	
LG12	21608	26820	72	0.163265	0.0555556	0.571429	
LG12	21608	26931	72	6.33794e-05	-0.00154321	-0.0217391	
LG12	21608	27002	72	0.00415584	-0.0123457	-0.181818	
LG12	21608	27376	72	6.49351e-05	0.00154321	0.01	
LG12	21608	27491	72	0.0816327	-0.0493827	-1	
LG12	21608	27829	72	0.0265306	0.0200617	0.265306	
LG12	21608	27912	72	0.0405844	0.0231481	0.357143	
LG12	21608	28147	72	0.201451	0.058642	0.678571	
LG12	21608	28359	72	0.377232	0.12037	0.8125	
LG12	21608	28608	72	0.299483	0.112654	0.890244	
LG12	21608	28630	72	0.0594652	0.0401235	0.265306	
LG12	21608	29400	72	0.201451	0.058642	0.678571	
LG12	21608	29985	72	0.00564516	0.0108025	0.1	
LG12	21608	30052	72	0.0102041	0.0138889	0.142857	
LG12	21608	30812	72	0.021322	-0.0154321	-1	
LG12	21608	30818	72	0.025974	-0.0185185	-1	
LG12	21608	31317	72	0.261194	0.0540123	1	
LG12	21608	31371	72	0.0421716	-0.0354938	-0.71875	
LG12	21608	31496	72	0.168755	0.0725309	0.427273	
LG12	21608	31567	72	0.261194	0.0540123	1	
LG12	21608	31571	72	0.0867664	-0.0570988	-0.804348	
LG12	21797	21815	72	0.127273	-0.052662	-1	
LG12	21797	21839	72	0.0194199	-0.0148534	-1	
LG12	21797	22376	72	0.0332867	-0.0229552	-1	
LG12	21797	22719	72	0.0283401	0.0202546	1	
LG12	21797	23024	72	0.0538462	-0.0324074	-1	
LG12	21797	23076	72	0.0386067	-0.0256559	-1	
LG12	21797	23387	72	0.150769	-0.056713	-1	
LG12	21797	23456	72	0.0386067	-0.0256559	-1	
LG12	21797	23548	72	0.0963563	-0.0459105	-1	
LG12	21797	23549	72	0.0963563	-0.0459105	-1	
LG12	21797	23565	72	0.0963563	-0.0459105	-1	
LG12	21797	23575	72	0.0259947	-0.0189043	-1	
LG12	21797	23611	72	0.0814259	-0.0418596	-1	
LG12	21797	23730	72	0.00979021	-0.00810185	-1	
LG12	21797	23923	72	0.120362	-0.0513117	-1	
LG12	21797	24326	72	0.0963563	-0.0459105	-1	
LG12	21797	24575	72	0.0332867	-0.0229552	-1	
LG12	21797	25097	72	0.00979021	-0.00810185	-1	
LG12	21797	25759	72	0.0259947	-0.0189043	-1	
LG12	21797	26438	72	0.0153846	-0.0121528	-1	
LG12	21797	26440	72	0.0153846	-0.0121528	-1	
LG12	21797	26456	72	0.0153846	-0.0121528	-1	
LG12	21797	26564	72	0.0198438	-0.0198688	-0.588571	
LG12	21797	26820	72	0.0153846	-0.0121528	-1	
LG12	21797	26931	72	0.00589916	0.0106096	0.16035	
LG12	21797	27002	72	0.00768032	0.0119599	0.177143	
LG12	21797	27376	72	0.0134346	-0.0158179	-0.532468	
LG12	21797	27491	72	0.00392465	-0.00771605	-0.357143	
LG12	21797	27829	72	0.0115976	-0.00945216	-1	
LG12	21797	27912	72	0.00979021	-0.00810185	-1	
LG12	21797	28147	72	0.0134615	-0.0108025	-1	
LG12	21797	28359	72	0.0043956	0.00925926	0.142857	
LG12	21797	28608	72	1.72919e-06	-0.000192901	-0.00460829	
LG12	21797	28630	72	0.0018297	-0.00501543	-0.265306	
LG12	21797	29400	72	0.0134615	-0.0108025	-1	
LG12	21797	29985	72	1.41794e-05	0.000385802	0.00460829	
LG12	21797	30052	72	0.000313972	0.00173611	0.0204082	
LG12	21797	30812	72	0.0779465	0.0210262	0.335385	
LG12	21797	30818	72	0.004995	0.00578704	0.0769231	
LG12	21797	31317	72	0.00803674	-0.00675154	-1	
LG12	21797	31371	72	0.0307692	-0.0216049	-1	
LG12	21797	31496	72	0.0221167	0.0187114	0.251948	
LG12	21797	31567	72	0.00803674	-0.00675154	-1	
LG12	21797	31571	72	0.0505495	-0.0310571	-1	
LG12	21815	21839	72	0.152585	0.0700231	1	
LG12	21815	22376	72	0.198714	0.0943287	0.871658	
LG12	21815	22719	72	0.311005	0.112847	1	
LG12	21815	23024	72	0.423077	0.152778	1	
LG12	21815	23076	72	0.303338	0.120949	1	
LG12	21815	23387	72	0.743457	0.211806	0.938462	
LG12	21815	23456	72	0.303338	0.120949	1	
LG12	21815	23548	72	0.663037	0.202546	0.935829	
LG12	21815	23549	72	0.663037	0.202546	0.935829	
LG12	21815	23565	72	0.663037	0.202546	0.935829	
LG12	21815	23575	72	0.204244	0.0891204	1	
LG12	21815	23611	72	0.552888	0.183449	0.929619	
LG12	21815	23730	72	0.0769231	0.0381944	1	
LG12	21815	23923	72	0.406352	0.158565	0.655502	
LG12	21815	24326	72	0.418303	0.16088	0.743316	
LG12	21815	24575	72	0.261538	0.108218	1	
LG12	21815	25097	72	0.0311507	0.0243056	0.636364	
LG12	21815	25759	72	0.204244	0.0891204	1	
LG12	21815	26438	72	0.0693751	0.0434028	0.757576	
LG12	21815	26440	72	0.0693751	0.0434028	0.757576	
LG12	21815	26456	72	0.0693751	0.0434028	0.757576	
LG12	21815	26564	72	0.306675	0.131366	0.825455	
LG12	21815	26820	72	0.00899101	0.015625	0.272727	
LG12	21815	26931	72	0.203281	0.104745	0.715415	
LG12	21815	27002	72	0.183725	0.0983796	0.702479	
LG12	21815	27376	72	0.239263	0.112269	0.801653	
LG12	21815	27491	72	0.18032	0.087963	0.863636	
LG12	21815	27829	72	0.0055483	-0.0109954	-0.208791	
LG12	21815	27912	72	0.00572155	0.0104167	0.272727	
LG12	21815	28147	72	0.0218531	0.0231481	0.454545	
LG12	21815	28359	72	0.0559441	0.0555556	0.363636	
LG12	21815	28608	72	0.0326212	0.0445602	0.225806	
LG12	21815	28630	72	0.0579076	0.0474537	0.532468	
LG12	21815	29400	72	0.0559441	0.037037	0.727273	
LG12	21815	29985	72	0.0379427	-0.0335648	-0.446154	
LG12	21815	30052	72	0.024975	-0.0260417	-0.384615	
LG12	21815	30812	72	0.0350903	-0.0237269	-0.630769	
LG12	21815	30818	72	0.0311507	0.0243056	0.636364	
LG12	21815	31317	72	0.0631458	0.0318287	1	
LG12	21815	31371	72	0.0979021	-0.0648148	-0.538462	
LG12	21815	31496	72	0.013829	0.0248843	0.229947	
LG12	21815	31567	72	0.0631458	0.0318287	1	
LG12	21815	31571	72	0.198814	-0.103588	-0.598662	
LG12	21839	22376	72	0.583414	0.116705	1	
LG12	21839	22719	72	0.0474547	0.0318287	1	
LG12	21839	23024	72	0.0901639	-0.0509259	-1	
LG12	21839	23076	72	0.0646458	-0.0403164	-1	
LG12	21839	23387	72	0.128806	0.0636574	1	
LG12	21839	23456	72	0.0646458	-0.0403164	-1	
LG12	21839	23548	72	0.00388035	0.0111883	0.138756	
LG12	21839	23549	72	0.00388035	0.0111883	0.138756	
LG12	21839	23565	72	0.00388035	0.0111883	0.138756	
LG12	21839	23575	72	0.0435274	-0.0297068	-1	
LG12	21839	23611	72	0.0097099	0.017554	0.201774	
LG12	21839	23730	72	0.504132	0.0706019	1	
LG12	21839	23923	72	0.000226085	0.00270062	0.0374332	
LG12	21839	24326	72	0.00388035	0.0111883	0.138756	
LG12	21839	24575	72	0.0557377	-0.0360725	-1	
LG12	21839	25097	72	0.325295	0.056713	0.803279	
LG12	21839	25759	72	0.0435274	-0.0297068	-1	
LG12	21839	26438	72	0.291463	0.0642361	0.606557	
LG12	21839	26440	72	0.291463	0.0642361	0.606557	
LG12	21839	26456	72	0.291463	0.0642361	0.606557	
LG12	21839	26564	72	0.00916384	0.0163966	0.16441	
LG12	21839	26820	72	0.291463	0.0642361	0.606557	
LG12	21839	26931	72	0.0151398	0.0206404	0.198516	
LG12	21839	27002	72	0.00286682	0.00887346	0.0836364	
LG12	21839	27376	72	0.0188647	0.0227623	0.214545	
LG12	21839	27491	72	0.0515222	-0.0339506	-1	
LG12	21839	27829	72	0.0194199	-0.0148534	-1	
LG12	21839	27912	72	0.0163934	-0.0127315	-1	
LG12	21839	28147	72	0.344449	0.066358	0.704918	
LG12	21839	28359	72	0.360656	0.101852	1	
LG12	21839	28608	72	0.238498	0.0869985	1	
LG12	21839	28630	72	0.0778854	0.0397377	0.322884	
LG12	21839	29400	72	0.344449	0.066358	0.704918	
LG12	21839	29985	72	0.0290851	-0.0212191	-1	
LG12	21839	30052	72	0.0257611	-0.0190972	-1	
LG12	21839	30812	72	0.0134573	-0.0106096	-1	
LG12	21839	30818	72	0.0163934	-0.0127315	-1	
LG12	21839	31317	72	0.41384	0.0588349	1	
LG12	21839	31371	72	0.0515222	-0.0339506	-1	
LG12	21839	31496	72	0.0956749	0.0472608	0.404959	
LG12	21839	31567	72	0.41384	0.0588349	1	
LG12	21839	31571	72	0.0846437	-0.048804	-1	
LG12	22376	22719	72	0.0813397	0.0491898	1	
LG12	22376	23024	72	0.00213904	-0.00925926	-0.117647	
LG12	22376	23076	72	0.0669124	-0.0484182	-0.77709	
LG12	22376	23387	72	0.220779	0.0983796	1	
LG12	22376	23456	72	0.0669124	-0.0484182	-0.77709	
LG12	22376	23548	72	0.03791	0.0412809	0.331269	
LG12	22376	23549	72	0.03791	0.0412809	0.331269	
LG12	22376	23565	72	0.03791	0.0412809	0.331269	
LG12	22376	23575	72	0.0746082	-0.0459105	-1	
LG12	22376	23611	72	0.0123201	0.023341	0.173601	
