CHROM	BIN_START	BIN_END	N_VARIANTS	WEIGHTED_FST	MEAN_FST
LG12	6375001	6425000	457	0.0407558	0.0370879
LG12	6380001	6430000	448	0.0396156	0.0366838
LG12	6385001	6435000	432	0.0486055	0.0443448
LG12	6390001	6440000	422	0.0499642	0.0463689
LG12	6395001	6445000	420	0.0437246	0.041866
LG12	6400001	6450000	411	0.0431568	0.0423647
LG12	6405001	6455000	413	0.0443918	0.0425699
LG12	6410001	6460000	428	0.0411896	0.0395547
LG12	6415001	6465000	395	0.0339598	0.0336878
LG12	6420001	6470000	401	0.0242239	0.0263651
LG12	6425001	6475000	427	0.0340684	0.0333147
LG12	6430001	6480000	453	0.0408186	0.0384604
LG12	6435001	6485000	437	0.0373863	0.0356023
LG12	6440001	6490000	476	0.0343206	0.0326949
LG12	6445001	6495000	491	0.0382265	0.0355933
LG12	6450001	6500000	496	0.0434088	0.0397472
LG12	6455001	6505000	510	0.044652	0.0422683
LG12	6460001	6510000	499	0.0468808	0.0445141
LG12	6465001	6515000	495	0.0459499	0.0444977
LG12	6470001	6520000	487	0.0517622	0.0505147
LG12	6475001	6525000	447	0.0463719	0.0455522
LG12	6480001	6530000	398	0.0398002	0.040327
LG12	6485001	6535000	384	0.0413863	0.0432055
LG12	6490001	6540000	312	0.0488441	0.0481394
LG12	6495001	6545000	282	0.0415801	0.0435447
LG12	6500001	6550000	275	0.0340433	0.0364821
LG12	6505001	6555000	259	0.0271863	0.0277494
LG12	6510001	6560000	249	0.0274775	0.02844
LG12	6515001	6565000	238	0.0294692	0.0324816
LG12	6520001	6570000	217	0.02974	0.0314591
LG12	6525001	6575000	204	0.0297826	0.034042
LG12	6530001	6580000	222	0.0306476	0.0352158
LG12	6535001	6585000	241	0.0310022	0.0344241
LG12	6540001	6590000	274	0.0418517	0.0431671
LG12	6545001	6595000	315	0.0521702	0.0508707
LG12	6550001	6600000	307	0.0542035	0.0529591
LG12	6555001	6605000	318	0.0578382	0.0583963
LG12	6560001	6610000	324	0.0613548	0.0589566
LG12	6565001	6615000	359	0.0578763	0.0520211
LG12	6570001	6620000	368	0.0552528	0.0490675
LG12	6575001	6625000	375	0.0526947	0.0470091
LG12	6580001	6630000	387	0.0533205	0.0487911
LG12	6585001	6635000	384	0.0487904	0.0443502
LG12	6590001	6640000	387	0.043735	0.039421
LG12	6595001	6645000	360	0.0396238	0.0355992
LG12	6600001	6650000	375	0.0425624	0.0380708
LG12	6605001	6655000	434	0.0343163	0.0308931
LG12	6610001	6660000	454	0.0303879	0.0289099
LG12	6615001	6665000	425	0.0391446	0.0437793
LG12	6620001	6670000	470	0.0351805	0.0379467
LG12	6625001	6675000	519	0.0316472	0.0346605
LG12	6630001	6680000	527	0.0306457	0.0333531
LG12	6635001	6685000	558	0.0314424	0.0330457
LG12	6640001	6690000	563	0.0341115	0.0341208
LG12	6645001	6695000	606	0.0453983	0.0426669
LG12	6650001	6700000	642	0.0593109	0.052041
LG12	6655001	6705000	567	0.0700913	0.0611807
LG12	6660001	6710000	536	0.0738923	0.0634872
LG12	6665001	6715000	546	0.0636072	0.0506577
LG12	6670001	6720000	540	0.0566382	0.0481316
LG12	6675001	6725000	509	0.0564399	0.0484276
LG12	6680001	6730000	511	0.0559941	0.0477319
LG12	6685001	6735000	501	0.0571356	0.0503495
LG12	6690001	6740000	472	0.0545633	0.0488312
LG12	6695001	6745000	418	0.0393574	0.0368916
LG12	6700001	6750000	357	0.011348	0.0172431
LG12	6705001	6755000	343	0.00465358	0.013464
LG12	6710001	6760000	345	4.28075e-18	0.00845909
LG12	6715001	6765000	335	-0.00308369	0.00358638
LG12	6720001	6770000	302	0.0035189	0.00911207
LG12	6725001	6775000	277	0.0105981	0.0149059
LG12	6730001	6780000	299	0.00785437	0.0146327
LG12	6735001	6785000	273	0.00762945	0.0138871
LG12	6740001	6790000	277	0.00891127	0.015094
LG12	6745001	6795000	281	0.0124006	0.0168824
LG12	6750001	6800000	327	0.0160764	0.0188027
LG12	6755001	6805000	358	0.0177471	0.0189781
LG12	6760001	6810000	378	0.0244103	0.027464
LG12	6765001	6815000	388	0.0298328	0.0319295
LG12	6770001	6820000	369	0.0398358	0.0394315
LG12	6775001	6825000	356	0.0393876	0.0382764
LG12	6780001	6830000	298	0.0433172	0.0411423
LG12	6785001	6835000	296	0.0419809	0.0392754
LG12	6790001	6840000	305	0.0482306	0.0438022
LG12	6795001	6845000	319	0.0468595	0.0410663
LG12	6800001	6850000	309	0.0504524	0.0441553
LG12	6805001	6855000	305	0.0538243	0.0462308
LG12	6810001	6860000	322	0.0582404	0.0513317
LG12	6815001	6865000	327	0.0609606	0.0543822
LG12	6820001	6870000	352	0.0558361	0.0507145
LG12	6825001	6875000	383	0.0564692	0.0520128
LG12	6830001	6880000	404	0.0555769	0.050445
LG12	6835001	6885000	457	0.0599207	0.0539584
LG12	6840001	6890000	503	0.050238	0.0472716
LG12	6845001	6895000	510	0.047327	0.0442031
LG12	6850001	6900000	487	0.045735	0.0424561
LG12	6855001	6905000	487	0.0399747	0.0385584
LG12	6860001	6910000	449	0.0334525	0.0321954
LG12	6865001	6915000	436	0.0304976	0.0279273
LG12	6870001	6920000	440	0.0282894	0.0258619
LG12	6875001	6925000	420	0.0277375	0.0262664
LG12	6880001	6930000	413	0.0273335	0.0259566
LG12	6885001	6935000	364	0.0217574	0.0210962
LG12	6890001	6940000	325	0.029382	0.0259662
LG12	6895001	6945000	321	0.0294843	0.0283718
LG12	6900001	6950000	321	0.030918	0.0303658
LG12	6905001	6955000	322	0.040778	0.0388842
LG12	6910001	6960000	355	0.0400302	0.0373982
LG12	6915001	6965000	360	0.0438042	0.0415092
LG12	6920001	6970000	352	0.0495384	0.0471011
LG12	6925001	6975000	381	0.0519322	0.0500221
LG12	6930001	6980000	404	0.0532837	0.0525512
LG12	6935001	6985000	430	0.0487028	0.048906
LG12	6940001	6990000	430	0.0473645	0.0478106
LG12	6945001	6995000	431	0.0565594	0.0556104
LG12	6950001	7000000	438	0.0602631	0.0573947
LG12	6955001	7005000	450	0.0556828	0.0522526
LG12	6960001	7010000	445	0.0694799	0.0623179
LG12	6965001	7015000	474	0.0747974	0.068681
LG12	6970001	7020000	476	0.0693994	0.0639269
LG12	6975001	7025000	487	0.0645409	0.0585085
LG12	6980001	7030000	492	0.0615496	0.0563516
LG12	6985001	7035000	474	0.0634547	0.0594938
LG12	6990001	7040000	460	0.0673654	0.0624517
LG12	6995001	7045000	439	0.065275	0.0604351
LG12	7000001	7050000	437	0.0629685	0.0588789
LG12	7005001	7055000	407	0.0666445	0.0637178
LG12	7010001	7060000	373	0.0570801	0.0567126
LG12	7015001	7065000	354	0.0470357	0.0469577
LG12	7020001	7070000	368	0.0500869	0.0508898
LG12	7025001	7075000	350	0.052282	0.0531204
LG12	7030001	7080000	340	0.0512805	0.0506236
LG12	7035001	7085000	356	0.0409755	0.0424665
LG12	7040001	7090000	399	0.0357081	0.0381409
LG12	7045001	7095000	432	0.0335374	0.0348388
LG12	7050001	7100000	433	0.0326522	0.0337523
LG12	7055001	7105000	464	0.0298995	0.0313494
LG12	7060001	7110000	481	0.0263025	0.027855
LG12	7065001	7115000	478	0.0234258	0.0250442
LG12	7070001	7120000	488	0.0194527	0.0205519
LG12	7075001	7125000	475	0.0145813	0.0167112
LG12	7080001	7130000	495	0.015194	0.0168389
LG12	7085001	7135000	467	0.0199302	0.0200372
LG12	7090001	7140000	448	0.0203244	0.0189254
LG12	7095001	7145000	464	0.0305493	0.0266291
LG12	7100001	7150000	473	0.0351363	0.0316849
LG12	7105001	7155000	445	0.0446887	0.0396138
LG12	7110001	7160000	432	0.0543637	0.0488339
LG12	7115001	7165000	406	0.0627432	0.0564415
LG12	7120001	7170000	356	0.0686097	0.0611572
LG12	7125001	7175000	343	0.0753588	0.0663739
LG12	7130001	7180000	309	0.0891321	0.0746257
LG12	7135001	7185000	301	0.0903053	0.0742201
LG12	7140001	7190000	282	0.0978597	0.0843836
LG12	7145001	7195000	221	0.0990898	0.0883922
LG12	7150001	7200000	199	0.0955055	0.0856053
LG12	7155001	7205000	188	0.0783954	0.0714882
LG12	7160001	7210000	187	0.0694183	0.0626607
LG12	7165001	7215000	181	0.0620507	0.0557955
LG12	7170001	7220000	202	0.0643392	0.0575809
LG12	7175001	7225000	209	0.0530266	0.0492619
LG12	7180001	7230000	222	0.0470485	0.044977
LG12	7185001	7235000	264	0.0472632	0.0458885
LG12	7190001	7240000	284	0.0499041	0.0460551
LG12	7195001	7245000	306	0.0475303	0.0421302
LG12	7200001	7250000	332	0.0421773	0.0382921
LG12	7205001	7255000	339	0.0417144	0.0385192
LG12	7210001	7260000	352	0.0386722	0.0358965
LG12	7215001	7265000	372	0.0420794	0.0384689
LG12	7220001	7270000	361	0.0445654	0.039947
LG12	7225001	7275000	370	0.0469486	0.0426824
LG12	7230001	7280000	382	0.040447	0.0380371
LG12	7235001	7285000	359	0.0400968	0.0384473
LG12	7240001	7290000	340	0.0267486	0.0275695
LG12	7245001	7295000	360	0.0184658	0.0206278
LG12	7250001	7300000	366	0.0261998	0.0241733
LG12	7255001	7305000	370	0.0275564	0.025978
LG12	7260001	7310000	404	0.0312972	0.0301175
LG12	7265001	7315000	437	0.0237301	0.0244897
LG12	7270001	7320000	486	0.0184127	0.0196587
LG12	7275001	7325000	491	0.0183191	0.0203262
LG12	7280001	7330000	477	0.0249741	0.0258497
LG12	7285001	7335000	499	0.0256049	0.0257232
LG12	7290001	7340000	537	0.0249164	0.0262418
LG12	7295001	7345000	552	0.0290916	0.0288682
LG12	7300001	7350000	565	0.0282896	0.0288502
LG12	7305001	7355000	585	0.0278662	0.0281443
LG12	7310001	7360000	562	0.0235218	0.0234054
LG12	7315001	7365000	519	0.0281065	0.026084
LG12	7320001	7370000	502	0.0318048	0.0317767
LG12	7325001	7375000	496	0.0327264	0.0323038
LG12	7330001	7380000	527	0.024872	0.0255625
LG12	7335001	7385000	513	0.0224869	0.0234068
LG12	7340001	7390000	497	0.0253649	0.0244554
LG12	7345001	7395000	460	0.0278712	0.0279556
LG12	7350001	7400000	409	0.0244607	0.0263853
LG12	7355001	7405000	376	0.0303138	0.0312466
LG12	7360001	7410000	349	0.0395594	0.0397591
LG12	7365001	7415000	345	0.0422528	0.0426004
LG12	7370001	7420000	314	0.0413429	0.0395208
LG12	7375001	7425000	306	0.0410915	0.0386064
LG12	7380001	7430000	255	0.0574738	0.0497259
LG12	7385001	7435000	222	0.0681886	0.0577201
LG12	7390001	7440000	183	0.0923391	0.0719482
LG12	7395001	7445000	167	0.096323	0.0723822
LG12	7400001	7450000	172	0.0965205	0.0725061
LG12	7405001	7455000	166	0.0842051	0.0620151
LG12	7410001	7460000	158	0.067742	0.0522346
LG12	7415001	7465000	159	0.0549515	0.0428552
LG12	7420001	7470000	150	0.0664751	0.0535894
LG12	7425001	7475000	148	0.0761564	0.058494
LG12	7430001	7480000	144	0.0756238	0.057423
LG12	7435001	7485000	147	0.0762696	0.0588851
LG12	7440001	7490000	147	0.0669564	0.0522508
LG12	7445001	7495000	155	0.0789795	0.058842
LG12	7450001	7500000	147	0.0835688	0.0643625
LG12	7455001	7505000	188	0.0801719	0.0657956
LG12	7460001	7510000	192	0.076151	0.0636461
LG12	7465001	7515000	180	0.0783989	0.0684742
LG12	7470001	7520000	174	0.0767455	0.0650313
LG12	7475001	7525000	165	0.0702332	0.0620775
LG12	7480001	7530000	159	0.0716159	0.0668583
LG12	7485001	7535000	150	0.0696921	0.0658098
LG12	7490001	7540000	148	0.0705787	0.068313
LG12	7495001	7545000	144	0.0616346	0.0624517
LG12	7500001	7550000	160	0.0604874	0.0577199
LG12	7505001	7555000	137	0.0619591	0.05743
LG12	7510001	7560000	143	0.0704703	0.0638535
LG12	7515001	7565000	168	0.0579599	0.0560826
LG12	7520001	7570000	182	0.0555798	0.0544948
LG12	7525001	7575000	181	0.0576937	0.0561076
LG12	7530001	7580000	188	0.055943	0.0545699
LG12	7535001	7585000	203	0.053332	0.0518454
LG12	7540001	7590000	210	0.0537115	0.0521937
LG12	7545001	7595000	214	0.0480711	0.0495238
LG12	7550001	7600000	257	0.0464688	0.0540123
LG12	7555001	7605000	293	0.0320399	0.0440204
LG12	7560001	7610000	327	0.0284693	0.039306
LG12	7565001	7615000	310	0.0363758	0.0440281
LG12	7570001	7620000	304	0.0343053	0.0432378
LG12	7575001	7625000	316	0.0378939	0.0481611
LG12	7580001	7630000	321	0.0432369	0.0547316
LG12	7585001	7635000	309	0.0437109	0.0556662
LG12	7590001	7640000	306	0.0415342	0.0533288
LG12	7595001	7645000	289	0.0430634	0.0539297
LG12	7600001	7650000	229	0.0378567	0.0470199
LG12	7605001	7655000	182	0.0519373	0.0585661
LG12	7610001	7660000	136	0.0643255	0.0718141
LG12	7615001	7665000	143	0.0495825	0.0623473
LG12	7620001	7670000	148	0.0481528	0.0574223
LG12	7625001	7675000	173	0.0442467	0.0486795
LG12	7630001	7680000	189	0.0309903	0.030974
LG12	7635001	7685000	221	0.0425899	0.0402077
LG12	7640001	7690000	233	0.0437893	0.0417774
LG12	7645001	7695000	261	0.0467574	0.0432688
LG12	7650001	7700000	278	0.0527512	0.0480228
LG12	7655001	7705000	296	0.0694271	0.0569494
LG12	7660001	7710000	305	0.074878	0.0592053
LG12	7665001	7715000	316	0.0725849	0.0577795
LG12	7670001	7720000	318	0.0783554	0.063828
LG12	7675001	7725000	308	0.0816727	0.0685191
LG12	7680001	7730000	311	0.0815112	0.07014
LG12	7685001	7735000	296	0.0764904	0.0651296
LG12	7690001	7740000	302	0.0772422	0.066745
LG12	7695001	7745000	301	0.0718598	0.0648869
LG12	7700001	7750000	334	0.0553216	0.052368
LG12	7705001	7755000	325	0.0420258	0.0427744
LG12	7710001	7760000	334	0.0376582	0.040748
LG12	7715001	7765000	308	0.0410808	0.0436386
LG12	7720001	7770000	298	0.0368842	0.0389715
LG12	7725001	7775000	272	0.0309197	0.0315521
LG12	7730001	7780000	240	0.0319204	0.0327597
LG12	7735001	7785000	233	0.0367901	0.037958
LG12	7740001	7790000	214	0.0357731	0.0377309
LG12	7745001	7795000	192	0.0365157	0.0387006
LG12	7750001	7800000	143	0.054784	0.0541109
LG12	7755001	7805000	128	0.0616035	0.0617908
LG12	7760001	7810000	117	0.0589579	0.061802
LG12	7765001	7815000	113	0.0589296	0.0622408
LG12	7770001	7820000	107	0.0617451	0.0666835
LG12	7775001	7825000	103	0.0667059	0.0725116
LG12	7780001	7830000	102	0.0672103	0.0740622
LG12	7785001	7835000	92	0.0557438	0.0665443
LG12	7790001	7840000	88	0.0485998	0.0622139
LG12	7795001	7845000	88	0.0561603	0.0693598
LG12	7800001	7850000	95	0.0607068	0.0756481
LG12	7805001	7855000	96	0.0588431	0.0777454
LG12	7810001	7860000	86	0.0693492	0.0877592
LG12	7815001	7865000	97	0.0669795	0.0877396
LG12	7820001	7870000	102	0.0633473	0.0839918
LG12	7825001	7875000	107	0.0667696	0.0833991
LG12	7830001	7880000	117	0.0636064	0.0791039
LG12	7835001	7885000	134	0.0706104	0.0809074
LG12	7840001	7890000	147	0.0685979	0.0786988
LG12	7845001	7895000	151	0.0634146	0.0727952
LG12	7850001	7900000	154	0.0575838	0.0645058
LG12	7855001	7905000	159	0.0550856	0.057385
LG12	7860001	7910000	168	0.0462843	0.0471126
LG12	7865001	7915000	161	0.0445234	0.0432673
LG12	7870001	7920000	155	0.0450993	0.0420449
LG12	7875001	7925000	152	0.044323	0.042657
LG12	7880001	7930000	148	0.0437745	0.0422356
LG12	7885001	7935000	136	0.0403982	0.0401687
LG12	7890001	7940000	130	0.0339507	0.0338465
LG12	7895001	7945000	137	0.0261297	0.0291375
LG12	7900001	7950000	126	0.0246892	0.0282487
LG12	7905001	7955000	117	0.0264566	0.0300909
LG12	7910001	7960000	107	0.0334862	0.0364993
LG12	7915001	7965000	102	0.0307305	0.0336624
LG12	7920001	7970000	123	0.0246324	0.0284461
LG12	7925001	7975000	138	0.0211996	0.0221468
LG12	7930001	7980000	148	0.0238339	0.0230951
LG12	7935001	7985000	151	0.018141	0.0214223
LG12	7940001	7990000	147	0.0196287	0.0219823
LG12	7945001	7995000	147	0.0339683	0.029313
LG12	7950001	8000000	159	0.0391603	0.033076
LG12	7955001	8005000	169	0.0408268	0.0354424
LG12	7960001	8010000	189	0.0404494	0.0371659
LG12	7965001	8015000	221	0.0311907	0.0337341
LG12	7970001	8020000	210	0.0300886	0.0344977
LG12	7975001	8025000	229	0.029258	0.0338466
LG12	7980001	8030000	257	0.0271372	0.030749
LG12	7985001	8035000	289	0.0237492	0.0252987
LG12	7990001	8040000	322	0.0223792	0.0230564
LG12	7995001	8045000	346	0.0242746	0.0255106
LG12	8000001	8050000	373	0.0221406	0.0227858
LG12	8005001	8055000	398	0.0275281	0.0261237
LG12	8010001	8060000	412	0.0251815	0.0237837
LG12	8015001	8065000	394	0.0291345	0.0251546
LG12	8020001	8070000	411	0.0329934	0.0285305
LG12	8025001	8075000	402	0.0350723	0.0322523
LG12	8030001	8080000	403	0.0323216	0.0332892
LG12	8035001	8085000	376	0.0352868	0.0376699
LG12	8040001	8090000	369	0.037856	0.0413058
LG12	8045001	8095000	365	0.0351716	0.0394763
LG12	8050001	8100000	345	0.0362938	0.0406684
LG12	8055001	8105000	316	0.0311338	0.0380742
LG12	8060001	8110000	293	0.0338023	0.0415349
LG12	8065001	8115000	284	0.0336278	0.0418477
LG12	8070001	8120000	261	0.0302467	0.03926
LG12	8075001	8125000	240	0.0277182	0.0353482
LG12	8080001	8130000	202	0.0352957	0.0369714
LG12	8085001	8135000	184	0.0343595	0.0356191
LG12	8090001	8140000	158	0.0325605	0.034599
LG12	8095001	8145000	125	0.0325531	0.0322738
LG12	8100001	8150000	107	0.0333579	0.0316429
LG12	8105001	8155000	110	0.0246939	0.0234131
LG12	8110001	8160000	101	0.0179661	0.0174211
LG12	8115001	8165000	97	0.0110001	0.0140138
LG12	8120001	8170000	100	0.0144465	0.01638
LG12	8125001	8175000	104	0.00995192	0.0113281
LG12	8130001	8180000	137	-0.00611977	0.00123536
LG12	8135001	8185000	182	0.0146607	0.0148316
LG12	8140001	8190000	210	0.0174688	0.0160349
LG12	8145001	8195000	220	0.0147293	0.0128463
LG12	8150001	8200000	226	0.0153615	0.0146639
LG12	8155001	8205000	232	0.0152457	0.0168776
LG12	8160001	8210000	237	0.0140739	0.0165806
LG12	8165001	8215000	251	0.0136128	0.0154463
LG12	8170001	8220000	253	0.0111116	0.0127549
LG12	8175001	8225000	263	0.0105428	0.0123692
LG12	8180001	8230000	233	0.0178348	0.0167351
LG12	8185001	8235000	205	0.00186509	0.0030173
LG12	8190001	8240000	179	-0.00556752	-0.00185231
LG12	8195001	8245000	188	-0.00175898	0.00217186
LG12	8200001	8250000	197	0.00181502	0.00511253
LG12	8205001	8255000	199	0.00204499	0.00504501
LG12	8210001	8260000	217	0.00477113	0.00626714
LG12	8215001	8265000	210	0.0109516	0.0112199
LG12	8220001	8270000	224	0.0129668	0.0124181
LG12	8225001	8275000	210	0.0158031	0.0161088
LG12	8230001	8280000	219	0.0209047	0.0199801
LG12	8235001	8285000	217	0.0256485	0.0256407
LG12	8240001	8290000	227	0.031065	0.0311913
LG12	8245001	8295000	235	0.0432894	0.042996
LG12	8250001	8300000	244	0.0483833	0.0473825
LG12	8255001	8305000	250	0.0477182	0.0462529
LG12	8260001	8310000	239	0.0555317	0.0541589
LG12	8265001	8315000	255	0.0563853	0.0550049
LG12	8270001	8320000	238	0.0623088	0.0624729
LG12	8275001	8325000	268	0.0640434	0.0601482
LG12	8280001	8330000	288	0.0610828	0.0588783
LG12	8285001	8335000	307	0.0568217	0.0550612
LG12	8290001	8340000	304	0.0607164	0.0570658
LG12	8295001	8345000	307	0.0537232	0.049291
LG12	8300001	8350000	330	0.0553166	0.0495119
LG12	8305001	8355000	343	0.0664224	0.0569308
LG12	8310001	8360000	368	0.0616939	0.0484209
LG12	8315001	8365000	372	0.0573514	0.0431783
LG12	8320001	8370000	387	0.0549698	0.0398911
LG12	8325001	8375000	368	0.0515356	0.0368696
LG12	8330001	8380000	347	0.0530266	0.0372624
LG12	8335001	8385000	343	0.0529431	0.0369517
LG12	8340001	8390000	338	0.0474722	0.0327554
LG12	8345001	8395000	322	0.0472632	0.0318447
LG12	8350001	8400000	293	0.0428107	0.0287319
LG12	8355001	8405000	276	0.0314276	0.0208785
LG12	8360001	8410000	245	0.0294881	0.0236913
LG12	8365001	8415000	216	0.0313179	0.0263629
LG12	8370001	8420000	214	0.0269273	0.0241028
LG12	8375001	8425000	231	0.0170088	0.0170003
LG12	8380001	8430000	230	0.0133883	0.0132374
LG12	8385001	8435000	224	0.013992	0.0137951
LG12	8390001	8440000	231	0.0143896	0.0142601
LG12	8395001	8445000	229	0.0193073	0.0172904
LG12	8400001	8450000	225	0.0217649	0.0186063
LG12	8405001	8455000	216	0.0138728	0.0135912
LG12	8410001	8460000	236	0.0128961	0.0113096
LG12	8415001	8465000	242	0.012174	0.0106303
LG12	8420001	8470000	228	0.0144445	0.0131843
LG12	8425001	8475000	205	0.0310941	0.0297245
LG12	8430001	8480000	206	0.0339483	0.0349562
LG12	8435001	8485000	206	0.037801	0.0413087
LG12	8440001	8490000	206	0.0415761	0.0455674
LG12	8445001	8495000	202	0.0374134	0.0465175
LG12	8450001	8500000	198	0.0290142	0.041751
LG12	8455001	8505000	194	0.0307661	0.0439392
LG12	8460001	8510000	165	0.0386632	0.059504
LG12	8465001	8515000	177	0.0461127	0.0718184
LG12	8470001	8520000	178	0.0516027	0.0817746
LG12	8475001	8525000	194	0.041799	0.06967
LG12	8480001	8530000	186	0.0386914	0.0659306
LG12	8485001	8535000	165	0.0364761	0.0637201
LG12	8490001	8540000	155	0.0339446	0.0631096
LG12	8495001	8545000	160	0.0220567	0.0522833
LG12	8500001	8550000	159	0.0218318	0.0509304
LG12	8505001	8555000	155	0.0216621	0.050791
LG12	8510001	8560000	161	0.0173084	0.0456332
LG12	8515001	8565000	153	0.0108856	0.0348669
LG12	8520001	8570000	166	0.00422057	0.0191917
LG12	8525001	8575000	167	0.0109132	0.0270171
LG12	8530001	8580000	181	0.00796473	0.0226439
LG12	8535001	8585000	192	0.0106206	0.0277889
LG12	8540001	8590000	195	0.0122353	0.0330457
LG12	8545001	8595000	189	0.0216628	0.0419813
LG12	8550001	8600000	189	0.0251303	0.0453563
LG12	8555001	8605000	196	0.025403	0.0467315
LG12	8560001	8610000	189	0.0269347	0.0470774
LG12	8565001	8615000	201	0.0215966	0.0392556
LG12	8570001	8620000	191	0.02362	0.038327
LG12	8575001	8625000	197	0.0224268	0.036764
LG12	8580001	8630000	232	0.0282193	0.0386431
LG12	8585001	8635000	242	0.026708	0.0335839
LG12	8590001	8640000	255	0.0224448	0.0257336
LG12	8595001	8645000	276	0.0303401	0.0284031
LG12	8600001	8650000	284	0.0301078	0.0280638
LG12	8605001	8655000	286	0.0318878	0.0293065
LG12	8610001	8660000	288	0.0322242	0.0292127
LG12	8615001	8665000	275	0.0384901	0.0337836
LG12	8620001	8670000	277	0.0424247	0.0390831
LG12	8625001	8675000	258	0.0409512	0.0371059
LG12	8630001	8680000	219	0.0498441	0.0447095
LG12	8635001	8685000	214	0.0550363	0.0503773
LG12	8640001	8690000	229	0.0552084	0.0520642
LG12	8645001	8695000	225	0.0510815	0.0495884
LG12	8650001	8700000	253	0.0582127	0.0556597
LG12	8655001	8705000	265	0.065225	0.0626967
LG12	8660001	8710000	280	0.0641715	0.0627005
LG12	8665001	8715000	317	0.0670074	0.0640377
LG12	8670001	8720000	357	0.0616789	0.0615033
LG12	8675001	8725000	381	0.05717	0.0576181
LG12	8680001	8730000	408	0.055333	0.0565339
LG12	8685001	8735000	435	0.0540152	0.0563811
LG12	8690001	8740000	427	0.0541558	0.0564555
LG12	8695001	8745000	412	0.0537978	0.0565825
LG12	8700001	8750000	389	0.0508622	0.0535626
LG12	8705001	8755000	403	0.0458508	0.0480615
LG12	8710001	8760000	443	0.0405044	0.0419889
LG12	8715001	8765000	415	0.0322818	0.0351809
LG12	8720001	8770000	383	0.0299809	0.031916
LG12	8725001	8775000	385	0.0346898	0.0353949
LG12	8730001	8780000	378	0.0334888	0.0335052
LG12	8735001	8785000	350	0.0329423	0.0315555
LG12	8740001	8790000	344	0.0391078	0.0381242
LG12	8745001	8795000	345	0.0410814	0.039365
LG12	8750001	8800000	336	0.0383525	0.0380534
LG12	8755001	8805000	322	0.0414968	0.0397955
LG12	8760001	8810000	302	0.0581714	0.0556561
LG12	8765001	8815000	310	0.0616051	0.0592709
LG12	8770001	8820000	322	0.0691577	0.0665013
LG12	8775001	8825000	313	0.0674981	0.0641037
LG12	8780001	8830000	291	0.0714857	0.0652992
LG12	8785001	8835000	296	0.0655756	0.0617414
LG12	8790001	8840000	320	0.0546215	0.0506945
LG12	8795001	8845000	328	0.0520282	0.0488127
LG12	8800001	8850000	352	0.0479572	0.0441141
LG12	8805001	8855000	383	0.0396085	0.0366034
LG12	8810001	8860000	418	0.0163355	0.0161845
LG12	8815001	8865000	405	0.0190716	0.0179042
LG12	8820001	8870000	406	0.0117565	0.011319
LG12	8825001	8875000	417	0.0138085	0.0134746
LG12	8830001	8880000	437	0.012571	0.0119223
LG12	8835001	8885000	430	0.0139867	0.0145831
LG12	8840001	8890000	425	0.0171871	0.0174553
LG12	8845001	8895000	431	0.0171221	0.0168549
LG12	8850001	8900000	405	0.0207252	0.0195809
LG12	8855001	8905000	372	0.028762	0.0279234
LG12	8860001	8910000	331	0.0558661	0.0487143
LG12	8865001	8915000	365	0.0606383	0.0530666
LG12	8870001	8920000	366	0.064232	0.0551337
LG12	8875001	8925000	338	0.064307	0.0553259
LG12	8880001	8930000	359	0.0659995	0.057338
LG12	8885001	8935000	370	0.0656712	0.0553443
LG12	8890001	8940000	363	0.058777	0.0500029
LG12	8895001	8945000	375	0.0559846	0.0490946
LG12	8900001	8950000	372	0.0554858	0.0492578
LG12	8905001	8955000	363	0.0486321	0.042115
LG12	8910001	8960000	356	0.0416707	0.036165
LG12	8915001	8965000	328	0.0303647	0.0270168
LG12	8920001	8970000	324	0.0419157	0.0343381
LG12	8925001	8975000	348	0.0393711	0.0317503
LG12	8930001	8980000	312	0.0373649	0.0307479
LG12	8935001	8985000	299	0.0318603	0.02702
LG12	8940001	8990000	288	0.0370901	0.0293971
LG12	8945001	8995000	264	0.0386178	0.028894
LG12	8950001	9000000	277	0.0324291	0.0260766
LG12	8955001	9005000	287	0.0372835	0.0312641
LG12	8960001	9010000	312	0.0457541	0.0381856
LG12	8965001	9015000	309	0.0413749	0.0360964
LG12	8970001	9020000	321	0.0284634	0.0284575
LG12	8975001	9025000	324	0.0278364	0.0286773
LG12	8980001	9030000	329	0.0264455	0.0268827
LG12	8985001	9035000	378	0.0345354	0.0341829
LG12	8990001	9040000	391	0.0384228	0.0384593
LG12	8995001	9045000	378	0.0391471	0.039483
LG12	9000001	9050000	354	0.0429874	0.0414559
LG12	9005001	9055000	339	0.0405787	0.0379758
LG12	9010001	9060000	291	0.0326363	0.0318496
LG12	9015001	9065000	278	0.036224	0.033926
LG12	9020001	9070000	269	0.0339142	0.031027
LG12	9025001	9075000	242	0.0376394	0.0332933
LG12	9030001	9080000	244	0.0443014	0.0375362
LG12	9035001	9085000	199	0.0353894	0.0277159
LG12	9040001	9090000	207	0.0241253	0.0183868
LG12	9045001	9095000	249	0.0115392	0.00854892
LG12	9050001	9100000	270	0.0109266	0.00852551
LG12	9055001	9105000	272	0.0110777	0.00993336
LG12	9060001	9110000	295	0.011442	0.0107613
LG12	9065001	9115000	319	0.0150341	0.0135378
LG12	9070001	9120000	323	0.0157489	0.0133287
